100000 2
606 1214 1
607 1215 1
607 1216 1
608 1217 1
608 1218 1
609 1219 1
609 1220 1
610 1221 1
610 1222 1
611 1223 1
611 1224 1
612 1225 1
612 1226 1
613 1227 1
613 1228 1
614 1229 1
614 1230 1
615 1231 1
615 1232 1
616 1233 1
616 1234 1
617 1235 1
617 1236 1
618 1237 1
618 1238 1
619 1239 1
619 1240 1
620 1241 1
620 1242 1
621 1243 1
621 1244 1
622 1245 1
622 1246 1
623 1247 1
623 1248 1
624 1249 1
624 1250 1
625 1251 1
625 1252 1
626 1253 1
626 1254 1
627 1255 1
627 1256 1
628 1257 1
628 1258 1
629 1259 1
629 1260 1
630 1261 1
630 1262 1
631 1263 1
631 1264 1
632 1265 1
632 1266 1
633 1267 1
633 1268 1
634 1269 1
634 1270 1
635 1271 1
635 1272 1
636 1273 1
636 1274 1
637 1275 1
637 1276 1
638 1277 1
638 1278 1
639 1279 1
639 1280 1
640 1281 1
640 1282 1
641 1283 1
641 1284 1
642 1285 1
642 1286 1
643 1287 1
643 1288 1
644 1289 1
644 1290 1
645 1291 1
645 1292 1
646 1293 1
646 1294 1
647 1295 1
647 1296 1
648 1297 1
648 1298 1
649 1299 1
649 1300 1
650 1301 1
650 1302 1
651 1303 1
651 1304 1
652 1305 1
652 1306 1
653 1307 1
653 1308 1
654 1309 1
654 1310 1
655 1311 1
655 1312 1
656 1313 1
656 1314 1
657 1315 1
657 1316 1
658 1317 1
658 1318 1
659 1319 1
659 1320 1
660 1321 1
660 1322 1
661 1323 1
661 1324 1
662 1325 1
662 1326 1
663 1327 1
663 1328 1
664 1329 1
664 1330 1
665 1331 1
665 1332 1
666 1333 1
666 1334 1
667 1335 1
667 1336 1
668 1337 1
668 1338 1
669 1339 1
669 1340 1
670 1341 1
670 1342 1
671 1343 1
671 1344 1
672 1345 1
672 1346 1
673 1347 1
673 1348 1
674 1349 1
674 1350 1
675 1351 1
675 1352 1
676 1353 1
676 1354 1
677 1355 1
677 1356 1
678 1357 1
678 1358 1
679 1359 1
679 1360 1
680 1361 1
680 1362 1
681 1363 1
681 1364 1
682 1365 1
682 1366 1
683 1367 1
683 1368 1
684 1369 1
684 1370 1
685 1371 1
685 1372 1
686 1373 1
686 1374 1
687 1375 1
687 1376 1
688 1377 1
688 1378 1
689 1379 1
689 1380 1
690 1381 1
690 1382 1
691 1383 1
691 1384 1
692 1385 1
692 1386 1
693 1387 1
693 1388 1
694 1389 1
694 1390 1
695 1391 1
695 1392 1
696 1393 1
696 1394 1
697 1395 1
697 1396 1
698 1397 1
698 1398 1
699 1399 1
699 1400 1
700 1401 1
700 1402 1
701 1403 1
701 1404 1
702 1405 1
702 1406 1
703 1407 1
703 1408 1
704 1409 1
704 1410 1
705 1411 1
705 1412 1
706 1413 1
706 1414 1
707 1415 1
707 1416 1
708 1417 1
708 1418 1
709 1419 1
709 1420 1
710 1421 1
710 1422 1
711 1423 1
711 1424 1
712 1425 1
712 1426 1
713 1427 1
713 1428 1
714 1429 1
714 1430 1
715 1431 1
715 1432 1
716 1433 1
716 1434 1
717 1435 1
717 1436 1
718 1437 1
718 1438 1
719 1439 1
719 1440 1
720 1441 1
720 1442 1
721 1443 1
721 1444 1
722 1445 1
722 1446 1
723 1447 1
723 1448 1
724 1449 1
724 1450 1
725 1451 1
725 1452 1
726 1453 1
726 1454 1
727 1455 1
727 1456 1
728 1457 1
728 1458 1
729 1459 1
729 1460 1
730 1461 1
730 1462 1
731 1463 1
731 1464 1
732 1465 1
732 1466 1
733 1467 1
733 1468 1
734 1469 1
734 1470 1
735 1471 1
735 1472 1
736 1473 1
736 1474 1
737 1475 1
737 1476 1
738 1477 1
738 1478 1
739 1479 1
739 1480 1
740 1481 1
740 1482 1
741 1483 1
741 1484 1
742 1485 1
742 1486 1
743 1487 1
743 1488 1
744 1489 1
744 1490 1
745 1491 1
745 1492 1
746 1493 1
746 1494 1
747 1495 1
747 1496 1
748 1497 1
748 1498 1
749 1499 1
749 1500 1
750 1501 1
750 1502 1
751 1503 1
751 1504 1
752 1505 1
752 1506 1
753 1507 1
753 1508 1
754 1509 1
754 1510 1
755 1511 1
755 1512 1
756 1513 1
756 1514 1
757 1515 1
757 1516 1
758 1517 1
758 1518 1
759 1519 1
759 1520 1
760 1521 1
760 1522 1
761 1523 1
761 1524 1
762 1525 1
762 1526 1
763 1527 1
763 1528 1
764 1529 1
764 1530 1
765 1531 1
765 1532 1
766 1533 1
766 1534 1
767 1535 1
767 1536 1
768 1537 1
768 1538 1
769 1539 1
769 1540 1
770 1541 1
770 1542 1
771 1543 1
771 1544 1
772 1545 1
772 1546 1
773 1547 1
773 1548 1
774 1549 1
774 1550 1
775 1551 1
775 1552 1
776 1553 1
776 1554 1
777 1555 1
777 1556 1
778 1557 1
778 1558 1
779 1559 1
779 1560 1
780 1561 1
780 1562 1
781 1563 1
781 1564 1
782 1565 1
782 1566 1
783 1567 1
783 1568 1
784 1569 1
784 1570 1
785 1571 1
785 1572 1
786 1573 1
786 1574 1
787 1575 1
787 1576 1
788 1577 1
788 1578 1
789 1579 1
789 1580 1
790 1581 1
790 1582 1
791 1583 1
791 1584 1
792 1585 1
792 1586 1
793 1587 1
793 1588 1
794 1589 1
794 1590 1
795 1591 1
795 1592 1
796 1593 1
796 1594 1
797 1595 1
797 1596 1
798 1597 1
798 1598 1
799 1599 1
799 1600 1
800 1601 1
800 1602 1
801 1603 1
801 1604 1
802 1605 1
802 1606 1
803 1607 1
803 1608 1
804 1609 1
804 1610 1
805 1611 1
805 1612 1
806 1613 1
806 1614 1
807 1615 1
807 1616 1
808 1617 1
808 1618 1
809 1619 1
809 1620 1
810 1621 1
810 1622 1
811 1623 1
811 1624 1
812 1625 1
812 1626 1
813 1627 1
813 1628 1
814 1629 1
814 1630 1
815 1631 1
815 1632 1
816 1633 1
816 1634 1
817 1635 1
817 1636 1
818 1637 1
818 1638 1
819 1639 1
819 1640 1
820 1641 1
820 1642 1
821 1643 1
821 1644 1
822 1645 1
822 1646 1
823 1647 1
823 1648 1
824 1649 1
824 1650 1
825 1651 1
825 1652 1
826 1653 1
826 1654 1
827 1655 1
827 1656 1
828 1657 1
828 1658 1
829 1659 1
829 1660 1
830 1661 1
830 1662 1
831 1663 1
831 1664 1
832 1665 1
832 1666 1
833 1667 1
833 1668 1
834 1669 1
834 1670 1
835 1671 1
835 1672 1
836 1673 1
836 1674 1
837 1675 1
837 1676 1
838 1677 1
838 1678 1
839 1679 1
839 1680 1
840 1681 1
840 1682 1
841 1683 1
841 1684 1
842 1685 1
842 1686 1
843 1687 1
843 1688 1
844 1689 1
844 1690 1
845 1691 1
845 1692 1
846 1693 1
846 1694 1
847 1695 1
847 1696 1
848 1697 1
848 1698 1
849 1699 1
849 1700 1
850 1701 1
850 1702 1
851 1703 1
851 1704 1
852 1705 1
852 1706 1
853 1707 1
853 1708 1
854 1709 1
854 1710 1
855 1711 1
855 1712 1
856 1713 1
856 1714 1
857 1715 1
857 1716 1
858 1717 1
858 1718 1
859 1719 1
859 1720 1
860 1721 1
860 1722 1
861 1723 1
861 1724 1
862 1725 1
862 1726 1
863 1727 1
863 1728 1
864 1729 1
864 1730 1
865 1731 1
865 1732 1
866 1733 1
866 1734 1
867 1735 1
867 1736 1
868 1737 1
868 1738 1
869 1739 1
869 1740 1
870 1741 1
870 1742 1
871 1743 1
871 1744 1
872 1745 1
872 1746 1
873 1747 1
873 1748 1
874 1749 1
874 1750 1
875 1751 1
875 1752 1
876 1753 1
876 1754 1
877 1755 1
877 1756 1
878 1757 1
878 1758 1
879 1759 1
879 1760 1
880 1761 1
880 1762 1
881 1763 1
881 1764 1
882 1765 1
882 1766 1
883 1767 1
883 1768 1
884 1769 1
884 1770 1
885 1771 1
885 1772 1
886 1773 1
886 1774 1
887 1775 1
887 1776 1
888 1777 1
888 1778 1
889 1779 1
889 1780 1
890 1781 1
890 1782 1
891 1783 1
891 1784 1
892 1785 1
892 1786 1
893 1787 1
893 1788 1
894 1789 1
894 1790 1
895 1791 1
895 1792 1
896 1793 1
896 1794 1
897 1795 1
897 1796 1
898 1797 1
898 1798 1
899 1799 1
899 1800 1
900 1801 1
900 1802 1
901 1803 1
901 1804 1
902 1805 1
902 1806 1
903 1807 1
903 1808 1
904 1809 1
904 1810 1
905 1811 1
905 1812 1
906 1813 1
906 1814 1
907 1815 1
907 1816 1
908 1817 1
908 1818 1
909 1819 1
909 1820 1
910 1821 1
910 1822 1
911 1823 1
911 1824 1
912 1825 1
912 1826 1
913 1827 1
913 1828 1
914 1829 1
914 1830 1
915 1831 1
915 1832 1
916 1833 1
916 1834 1
917 1835 1
917 1836 1
918 1837 1
918 1838 1
919 1839 1
919 1840 1
920 1841 1
920 1842 1
921 1843 1
921 1844 1
922 1845 1
922 1846 1
923 1847 1
923 1848 1
924 1849 1
924 1850 1
925 1851 1
925 1852 1
926 1853 1
926 1854 1
927 1855 1
927 1856 1
928 1857 1
928 1858 1
929 1859 1
929 1860 1
930 1861 1
930 1862 1
931 1863 1
931 1864 1
932 1865 1
932 1866 1
933 1867 1
933 1868 1
934 1869 1
934 1870 1
935 1871 1
935 1872 1
936 1873 1
936 1874 1
937 1875 1
937 1876 1
938 1877 1
938 1878 1
939 1879 1
939 1880 1
940 1881 1
940 1882 1
941 1883 1
941 1884 1
942 1885 1
942 1886 1
943 1887 1
943 1888 1
944 1889 1
944 1890 1
945 1891 1
945 1892 1
946 1893 1
946 1894 1
947 1895 1
947 1896 1
948 1897 1
948 1898 1
949 1899 1
949 1900 1
950 1901 1
950 1902 1
951 1903 1
951 1904 1
952 1905 1
952 1906 1
953 1907 1
953 1908 1
954 1909 1
954 1910 1
955 1911 1
955 1912 1
956 1913 1
956 1914 1
957 1915 1
957 1916 1
958 1917 1
958 1918 1
959 1919 1
959 1920 1
960 1921 1
960 1922 1
961 1923 1
961 1924 1
962 1925 1
962 1926 1
963 1927 1
963 1928 1
964 1929 1
964 1930 1
965 1931 1
965 1932 1
966 1933 1
966 1934 1
967 1935 1
967 1936 1
968 1937 1
968 1938 1
969 1939 1
969 1940 1
970 1941 1
970 1942 1
971 1943 1
971 1944 1
972 1945 1
972 1946 1
973 1947 1
973 1948 1
974 1949 1
974 1950 1
975 1951 1
975 1952 1
976 1953 1
976 1954 1
977 1955 1
977 1956 1
978 1957 1
978 1958 1
979 1959 1
979 1960 1
980 1961 1
980 1962 1
981 1963 1
981 1964 1
982 1965 1
982 1966 1
983 1967 1
983 1968 1
984 1969 1
984 1970 1
985 1971 1
985 1972 1
986 1973 1
986 1974 1
987 1975 1
987 1976 1
988 1977 1
988 1978 1
989 1979 1
989 1980 1
990 1981 1
990 1982 1
991 1983 1
991 1984 1
992 1985 1
992 1986 1
993 1987 1
993 1988 1
994 1989 1
994 1990 1
995 1991 1
995 1992 1
996 1993 1
996 1994 1
997 1995 1
997 1996 1
998 1997 1
998 1998 1
999 1999 1
999 2000 1
1000 2001 1
1000 2002 1
1001 2003 1
1001 2004 1
1002 2005 1
1002 2006 1
1003 2007 1
1003 2008 1
1004 2009 1
1004 2010 1
1005 2011 1
1005 2012 1
1006 2013 1
1006 2014 1
1007 2015 1
1007 2016 1
1008 2017 1
1008 2018 1
1009 2019 1
1009 2020 1
1010 2021 1
1010 2022 1
1011 2023 1
1011 2024 1
1012 2025 1
1012 2026 1
1013 2027 1
1013 2028 1
1014 2029 1
1014 2030 1
1015 2031 1
1015 2032 1
1016 2033 1
1016 2034 1
1017 2035 1
1017 2036 1
1018 2037 1
1018 2038 1
1019 2039 1
1019 2040 1
1020 2041 1
1020 2042 1
1021 2043 1
1021 2044 1
1022 2045 1
1022 2046 1
1023 2047 1
1023 2048 1
1024 2049 1
1024 2050 1
1025 2051 1
1025 2052 1
1026 2053 1
1026 2054 1
1027 2055 1
1027 2056 1
1028 2057 1
1028 2058 1
1029 2059 1
1029 2060 1
1030 2061 1
1030 2062 1
1031 2063 1
1031 2064 1
1032 2065 1
1032 2066 1
1033 2067 1
1033 2068 1
1034 2069 1
1034 2070 1
1035 2071 1
1035 2072 1
1036 2073 1
1036 2074 1
1037 2075 1
1037 2076 1
1038 2077 1
1038 2078 1
1039 2079 1
1039 2080 1
1040 2081 1
1040 2082 1
1041 2083 1
1041 2084 1
1042 2085 1
1042 2086 1
1043 2087 1
1043 2088 1
1044 2089 1
1044 2090 1
1045 2091 1
1045 2092 1
1046 2093 1
1046 2094 1
1047 2095 1
1047 2096 1
1048 2097 1
1048 2098 1
1049 2099 1
1049 2100 1
1050 2101 1
1050 2102 1
1051 2103 1
1051 2104 1
1052 2105 1
1052 2106 1
1053 2107 1
1053 2108 1
1054 2109 1
1054 2110 1
1055 2111 1
1055 2112 1
1056 2113 1
1056 2114 1
1057 2115 1
1057 2116 1
1058 2117 1
1058 2118 1
1059 2119 1
1059 2120 1
1060 2121 1
1060 2122 1
1061 2123 1
